key HBPattern1 HBPattern2 Weight
236814 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB4.HD1.OD-6.HO-6.OH5.V10 9
236816 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB4.HD4.OD-5.HO-6.OH6.V6 5
236817 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB4.HD4.OD-4.HO-6.OH6.V61 82
236818 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB4.HD5.OD-4.HO-6.OH6.V6 16
236851 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD2.OD-4.HO-6.OH6.V1 1
236852 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD2.OD-3.HO-6.OH6.V25 5
236853 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD2.OD-2.HO-6.OH6.V322 82
236855 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD3.OD-2.HO-6.OH6.V24 16
236856 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD4.OD-5.HO-6.OH6.V19 4
236857 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD4.OD-4.HO-6.OH6.V109 34
236858 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD4.OD-2.HO-6.OH6.V2 1
236860 BETA.FB8.SB4.HD2.OD-2.HO-6.OH6.V117 BETA.FB11.SB8.HD5.OD-4.HO-6.OH6.V18 6
239094 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB7.HD3.OD-2.HO-6.OH6.V44 29
239097 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB7.HD4.OD-2.HO-6.OH6.V2 1
239098 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB7.HD5.OD-5.HO-6.OH6.V7 1
239099 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB7.HD5.OD-4.HO-6.OH6.V38 9
239103 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB8.HD2.OD-2.HO-6.OH6.V322 29
239105 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB8.HD3.OD-2.HO-6.OH6.V24 1
239106 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB8.HD4.OD-5.HO-6.OH6.V19 1
239107 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB8.HD4.OD-4.HO-6.OH6.V109 9
239110 BETA.FB8.SB7.HD1.OD0.HO-6.OH6.V15 BETA.FB11.SB8.HD5.OD-4.HO-6.OH6.V18 2
240324 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 4
240327 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 1
240390 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
240397 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 1
240407 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 3
240421 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 23
240422 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 1
240616 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB9.HD3.OD-2.HO-6.OH6.V39 23
240619 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB9.HD4.OD-2.HO-6.OH6.V1 1
240620 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
240621 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 3
241073 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 16
241074 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 20
241075 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 135
241078 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 22
241131 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 10
241132 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH5.V46 1
241138 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH2.V27 1
241139 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH3.V8 1
241140 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 40
241141 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 11
241147 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 21
241148 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH3.V40 1
241157 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 111
241158 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 30
241164 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 27
241171 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 314
241172 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 37
241363 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 27
241364 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 314
241366 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD3.OD-2.HO-6.OH6.V39 37
241367 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 21
241368 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 111
241370 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
241371 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 30
241827 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 1
241890 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
241907 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 1
241921 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 2
242115 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB11.SB9.HD3.OD-3.HO-6.OH6.V1 2
242120 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
242578 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 10
242599 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB10.SB-11.HD6.OD-6.HO2.OH-2.V155 1
242640 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 2
242641 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 1
242647 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 2
242657 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 7
242658 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
242671 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 21
242863 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 21
242867 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 7
242870 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
243327 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 1
243390 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 3
243407 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 4
243408 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
243414 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 1
243421 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 23
243427 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 12
243428 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 18
243620 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
243621 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 23
244078 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 4
244131 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 2
244140 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 9
244141 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 3
244147 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 6
244156 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH1.V6 1
244157 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 40
244158 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 7
244159 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH4.V18 1
244164 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 6
244171 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 115
244172 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 10
244178 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 135
244367 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 6
244368 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 115
244371 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 10
245640 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
245657 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 2
245671 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 3
245678 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 1
245686 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 1
245870 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 3
246390 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
246399 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH4.V5 1
246407 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 5
246408 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
246414 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 3
246421 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 21
246422 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 1
246428 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 16
246436 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 6
246617 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 21
246620 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
247087 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB9.SB-4.HD6.OD1.HO5.OH6.V1 1
247090 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB9.SB-3.HD6.OD1.HO4.OH6.V2 6
247093 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB9.SB3.HD6.OD4.HO1.OH6.V4 5
247126 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB10.SB9.HD1.OD0.HO-6.OH6.V3 20
247219 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 23
247220 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 3
247222 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH4.V67 96
247223 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 30
247224 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH2.V65 30
247225 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH3.V5 2
247227 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH2.V193 256
247228 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH3.V46 57
247229 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH4.V1 2
247363 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 30
247364 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 256
247365 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD3.OD-3.HO-6.OH6.V1 2
247366 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD3.OD-2.HO-6.OH6.V39 57
247367 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 23
247368 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 96
247369 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD4.OD-2.HO-6.OH6.V1 2
247370 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 3
247371 BETA.FB9.SB-9.HD6.OD-6.HO0.OH0.V386 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 30
247982 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB-8.HD6.OD-6.HO-5.OH4.V29 19
247983 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB-8.HD6.OD-6.HO-5.OH5.V6 1
247985 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB-8.HD6.OD-6.HO-4.OH2.V2 3
247988 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB-8.HD6.OD-6.HO-3.OH2.V53 46
247989 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB-8.HD6.OD-6.HO-3.OH3.V3 1
248113 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 3
248114 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 46
248116 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB9.HD3.OD-2.HO-6.OH6.V39 1
248118 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 19
248121 BETA.FB9.SB-8.HD6.OD-6.HO-1.OH0.V48 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 1
248597 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB9.SB8.HD1.OD0.HO-6.OH6.V2 13
248608 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB10.SB-8.HD6.OD-6.HO-1.OH1.V1 1
248737 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB-8.HD6.OD-6.HO-4.OH5.V15 5
248739 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB-8.HD6.OD-6.HO-3.OH3.V3 1
248741 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB-8.HD6.OD-6.HO-2.OH3.V23 26
248863 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 1
248864 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 26
248868 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 5
248871 BETA.FB9.SB-8.HD6.OD-6.HO0.OH1.V6 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 3
249500 BETA.FB9.SB-7.HD6.OD-6.HO-2.OH0.V4 BETA.FB11.SB-7.HD6.OD-6.HO-4.OH2.V4 2
249614 BETA.FB9.SB-7.HD6.OD-6.HO-2.OH0.V4 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 2
249618 BETA.FB9.SB-7.HD6.OD-6.HO-2.OH0.V4 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 1
250259 BETA.FB9.SB-7.HD6.OD-6.HO0.OH2.V2 BETA.FB11.SB-7.HD6.OD-6.HO-2.OH4.V2 1
250364 BETA.FB9.SB-7.HD6.OD-6.HO0.OH2.V2 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 1
250840 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB9.SB-3.HD6.OD1.HO4.OH6.V2 3
250843 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB9.SB3.HD6.OD4.HO1.OH6.V4 2
250846 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB9.SB5.HD2.OD-2.HO-6.OH6.V146 119
250876 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB10.SB9.HD1.OD0.HO-6.OH6.V3 10
251024 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB-5.HD6.OD-6.HO-5.OH4.V13 7
251027 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB-5.HD6.OD-6.HO-4.OH4.V58 64
251028 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB-5.HD6.OD-6.HO-4.OH5.V13 13
251113 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 7
251114 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 64
251116 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD3.OD-2.HO-6.OH6.V39 13
251117 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 9
251118 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 18
251120 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD5.OD-5.HO-6.OH6.V2 1
251121 BETA.FB9.SB-5.HD6.OD-6.HO-2.OH2.V98 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 5
251594 BETA.FB9.SB-4.HD6.OD-6.HO-3.OH2.V2 BETA.FB9.SB4.HD2.OD-3.HO-6.OH6.V3 3
251781 BETA.FB9.SB-4.HD6.OD-6.HO-3.OH2.V2 BETA.FB11.SB-4.HD6.OD-6.HO-5.OH4.V4 1
251863 BETA.FB9.SB-4.HD6.OD-6.HO-3.OH2.V2 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 1
251864 BETA.FB9.SB-4.HD6.OD-6.HO-3.OH2.V2 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 1
252340 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB9.SB-3.HD6.OD1.HO4.OH6.V2 1
252343 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB9.SB3.HD6.OD4.HO1.OH6.V4 1
252345 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB9.SB4.HD3.OD-2.HO-6.OH6.V2 8
252346 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB9.SB5.HD2.OD-2.HO-6.OH6.V146 2
252347 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB9.SB8.HD1.OD0.HO-6.OH6.V2 4
252534 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB11.SB-4.HD6.OD-6.HO-4.OH5.V5 5
252613 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB11.SB9.HD2.OD-3.HO-6.OH6.V24 2
252614 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 5
252617 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB11.SB9.HD4.OD-5.HO-6.OH6.V16 1
252621 BETA.FB9.SB-4.HD6.OD-6.HO-2.OH3.V2 BETA.FB11.SB9.HD5.OD-4.HO-6.OH6.V20 1
253841 BETA.FB9.SB-3.HD5.OD-6.HO-4.OH2.V2 BETA.FB9.SB3.HD2.OD-4.HO-6.OH5.V5 1
254114 BETA.FB9.SB-3.HD5.OD-6.HO-4.OH2.V2 BETA.FB11.SB9.HD2.OD-2.HO-6.OH6.V229 2
254118 BETA.FB9.SB-3.HD5.OD-6.HO-4.OH2.V2 BETA.FB11.SB9.HD4.OD-4.HO-6.OH6.V78 1
