key HBPattern1 HBPattern2 Weight
48407 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 2
48409 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH4.V18 1
48414 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 1
48421 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 6
48428 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 6
48436 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 1
48443 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO4.OH-4.V1324 4
48458 BETA.FB-10.SB-11.HD5.OD-4.HO6.OH-6.V9 BETA.FB11.SB-10.HD6.OD-6.HO-5.OH4.V10 6
49697 BETA.FB-10.SB3.HD1.OD6.HO6.OH4.V1 BETA.FB3.SB-7.HD5.OD-5.HO2.OH-2.V472 2
49699 BETA.FB-10.SB3.HD1.OD6.HO6.OH4.V1 BETA.FB3.SB-3.HD3.OD-3.HO0.OH0.V261 2
49784 BETA.FB-10.SB3.HD1.OD6.HO6.OH4.V1 BETA.FB7.SB3.HD2.OD-2.HO-5.OH5.V381 2
49871 BETA.FB-10.SB3.HD1.OD6.HO6.OH4.V1 BETA.FB10.SB3.HD6.OD4.HO1.OH6.V1 1
50060 BETA.FB-10.SB3.HD1.OD6.HO6.OH4.V1 BETA.FB11.SB3.HD6.OD-1.HO-4.OH6.V62 1
50631 BETA.FB-9.SB-11.HD2.OD-4.HO6.OH-6.V1 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 1
50657 BETA.FB-9.SB-11.HD2.OD-4.HO6.OH-6.V1 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 1
50671 BETA.FB-9.SB-11.HD2.OD-4.HO6.OH-6.V1 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 1
50729 BETA.FB-9.SB-11.HD2.OD-4.HO6.OH-6.V1 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH4.V1 1
51072 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 5
51076 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 2
51320 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-3.V7 23
51349 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB10.SB-11.HD6.OD-6.HO2.OH-2.V155 25
51382 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH5.V46 1
51390 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 2
51397 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 2
51407 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 4
51408 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
51421 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 29
51422 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 2
51470 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 2
51473 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 4
51478 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH3.V46 29
51479 BETA.FB-9.SB-11.HD2.OD-3.HO6.OH-6.V13 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH4.V1 2
51821 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 15
51822 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 18
51823 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 112
51827 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 21
52071 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 320
52131 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 9
52138 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH2.V27 1
52139 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH3.V8 1
52140 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 33
52141 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 10
52147 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 21
52157 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 92
52158 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 25
52164 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 25
52171 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 255
52172 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 35
52219 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 21
52222 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH4.V67 92
52223 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 25
52224 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH2.V65 25
52227 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH2.V193 255
52228 BETA.FB-9.SB-11.HD2.OD-2.HO6.OH-6.V242 BETA.FB11.SB-9.HD6.OD-6.HO-2.OH3.V46 35
52576 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 1
52822 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-3.V2 2
52890 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
52907 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 1
52921 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 2
52970 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 1
52975 BETA.FB-9.SB-11.HD3.OD-3.HO6.OH-6.V3 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH3.V5 2
53325 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 1
53326 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 1
53327 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 27
53336 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB-8.SB-11.HD3.OD-3.HO6.OH-6.V2 1
53573 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB9.SB-11.HD6.OD-6.HO3.OH-2.V18 19
53599 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB10.SB-11.HD6.OD-6.HO2.OH-2.V155 56
53640 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 2
53641 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 1
53647 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 4
53657 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 18
53658 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 2
53664 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 1
53671 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 72
53672 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 1
53719 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 18
53720 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 2
53721 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH2.V5 1
53724 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH2.V65 72
53725 BETA.FB-9.SB-11.HD3.OD-2.HO6.OH-6.V64 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH3.V5 1
54076 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 1
54324 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-5.V15 23
54353 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB10.SB-11.HD6.OD-6.HO4.OH-4.V53 4
54390 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 2
54407 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 4
54408 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
54414 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 1
54421 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 22
54427 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-3.V132 11
54428 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 17
54470 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 1
54473 BETA.FB-9.SB-11.HD4.OD-5.HO6.OH-6.V17 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 22
54827 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 4
55075 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB9.SB-11.HD6.OD-6.HO4.OH-4.V95 116
55131 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 1
55140 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 7
55141 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 3
55147 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 5
55156 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH1.V6 1
55157 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 33
55158 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 7
55159 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH4.V18 1
55164 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 6
55171 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 96
55172 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 7
55178 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 112
55219 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 6
55222 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH4.V67 96
55223 BETA.FB-9.SB-11.HD4.OD-4.HO6.OH-6.V84 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 7
55928 BETA.FB-9.SB-11.HD4.OD-3.HO6.OH-6.V1 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 1
56601 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB10.SB-11.HD6.OD-6.HO3.OH-2.V4 1
56657 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 1
56658 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 2
56671 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 4
56678 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 3
56721 BETA.FB-9.SB-11.HD4.OD-2.HO6.OH-6.V5 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH2.V5 4
57327 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-5.V2 3
57352 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB10.SB-11.HD6.OD-6.HO4.OH-5.V10 1
57354 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB10.SB-11.HD6.OD-6.HO5.OH-4.V7 2
57390 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
57407 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 2
57421 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 5
57428 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 2
57436 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 1
57470 BETA.FB-9.SB-11.HD5.OD-5.HO6.OH-6.V4 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 5
57842 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB-8.SB-11.HD5.OD-5.HO6.OH-6.V6 1
58078 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB9.SB-11.HD6.OD-6.HO5.OH-4.V14 25
58103 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB10.SB-11.HD6.OD-6.HO4.OH-4.V53 19
58140 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 1
58149 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH4.V5 1
58157 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 6
58158 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 1
58164 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO-1.OH0.V275 4
58171 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 33
58172 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 1
58178 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO2.OH-2.V3611 33
58186 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-11.HD6.OD-6.HO3.OH-2.V124 6
58219 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 33
58220 BETA.FB-9.SB-11.HD5.OD-4.HO6.OH-6.V22 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH5.V4 1
58855 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB10.SB-10.HD6.OD-6.HO0.OH0.V163 27
58856 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB10.SB-9.HD6.OD-6.HO-1.OH0.V51 27
58960 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-10.HD6.OD-6.HO-4.OH4.V34 5
58962 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-10.HD6.OD-6.HO-3.OH2.V14 1
58964 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-10.HD6.OD-6.HO-2.OH2.V87 20
58969 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-9.HD6.OD-6.HO-5.OH4.V20 5
58971 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH2.V5 1
58974 BETA.FB-9.SB-10.HD1.OD0.HO6.OH-6.V26 BETA.FB11.SB-9.HD6.OD-6.HO-3.OH2.V65 20
59587 BETA.FB-9.SB-4.HD5.OD6.HO6.OH1.V1 BETA.FB9.SB-4.HD6.OD1.HO5.OH6.V1 1
60081 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 5
60151 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB-3.SB-11.HD1.OD-6.HO4.OH-6.V32 1
60152 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB-3.SB-11.HD2.OD-6.HO5.OH-6.V2 1
60172 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB-3.SB-7.HD2.OD-2.HO5.OH-5.V207 4
60199 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB3.SB-3.HD3.OD-3.HO0.OH0.V261 5
60282 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB7.SB-3.HD5.OD-5.HO-2.OH2.V175 2
60307 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB8.SB-3.HD5.OD-6.HO-3.OH2.V24 2
60340 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB9.SB-3.HD6.OD1.HO4.OH6.V2 6
60473 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB11.SB-9.HD6.OD-6.HO-4.OH5.V22 1
60547 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB11.SB-3.HD6.OD-5.HO-2.OH6.V3 1
60548 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB11.SB-3.HD6.OD-4.HO-1.OH6.V38 1
60549 BETA.FB-9.SB-3.HD4.OD6.HO6.OH1.V2 BETA.FB11.SB-3.HD6.OD-3.HO0.OH6.V2 1
60947 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 BETA.FB3.SB-7.HD5.OD-5.HO2.OH-2.V472 4
60949 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 BETA.FB3.SB-3.HD3.OD-3.HO0.OH0.V261 5
61034 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 BETA.FB7.SB3.HD2.OD-2.HO-5.OH5.V381 2
61061 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 BETA.FB8.SB3.HD2.OD-3.HO-6.OH5.V67 2
61093 BETA.FB-9.SB3.HD1.OD6.HO6.OH4.V4 BETA.FB9.SB3.HD6.OD4.HO1.OH6.V4 5
63088 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB-8.SB-11.HD4.OD-5.HO6.OH-6.V10 7
63291 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB8.SB-11.HD6.OD-6.HO2.OH-3.V7 17
63321 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB9.SB-11.HD6.OD-6.HO2.OH-2.V279 26
63381 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 1
63407 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH2.V2744 5
63408 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO-2.OH3.V352 4
63421 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO0.OH0.V6531 28
63422 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-11.HD6.OD-6.HO0.OH1.V314 1
63487 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-8.HD6.OD-6.HO-4.OH5.V15 5
63491 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-8.HD6.OD-6.HO-2.OH3.V23 28
63492 BETA.FB-8.SB-11.HD2.OD-3.HO6.OH-6.V9 BETA.FB11.SB-8.HD6.OD-6.HO-2.OH4.V3 1
63837 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB-8.SB-11.HD3.OD-2.HO6.OH-6.V43 17
63838 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB-8.SB-11.HD4.OD-5.HO6.OH-6.V10 16
63839 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB-8.SB-11.HD4.OD-4.HO6.OH-6.V105 199
63843 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB-8.SB-11.HD5.OD-4.HO6.OH-6.V32 23
64042 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB8.SB-11.HD6.OD-6.HO2.OH-2.V379 485
64129 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH2.V7 1
64131 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH4.V196 5
64132 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-5.OH5.V46 3
64138 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH2.V27 6
64139 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH3.V8 3
64140 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH4.V993 62
64141 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-4.OH5.V194 12
64147 BETA.FB-8.SB-11.HD2.OD-2.HO6.OH-6.V315 BETA.FB11.SB-11.HD6.OD-6.HO-3.OH2.V316 19
